85.0,84.0,81.0,80.0,79.0,78.0,77.0,75.0,73.0,70.0,67.0,65.0,61.0,58.0,55.0,52.0,49.0,46.0,44.0,41.0,39.0,35.0,32.0,29.0,27.0,26.0,23.0,20.0,18.0,16.0,14.0,13.0,11.0,70.0,67.0,65.0,64.0,63.0,62.0,59.0,58.0,56.0,55.0,54.0,53.0,53.0,52.0,52.0,51.0,48.0,46.0,45.0,43.0,40.0,38.0,37.0,35.0,34.0,32.0,31.0,29.0,28.0,28.0,24.0,22.0,21.0,19.0,16.0,14.0,11.0,10.0,10.0,7.0,4.0,1.0,0.0,2.0,3.0,4.0,4.0,62.0,60.0,62.0,61.0,60.0,57.0,56.0,54.0,52.0,50.0,49.0,47.0,45.0,42.0,43.0,45.0,44.0,43.0,41.0,40.0,37.0,35.0,37.0,34.0,36.0,37.0,54.0,53.0,52.0,51.0,48.0,46.0,45.0,43.0,42.0,40.0,39.0,37.0,36.0,35.0,34.0,32.0,30.0,28.0,26.0,23.0,22.0,19.0,17.0,18.0,17.0,19.0,20.0,20.0,18.0,16.0
83.0,82.0,79.0,78.0,77.0,76.0,75.0,73.0,71.0,68.0,65.0,63.0,59.0,56.0,53.0,50.0,47.0,44.0,42.0,39.0,37.0,33.0,30.0,27.0,25.0,24.0,21.0,18.0,16.0,14.0,12.0,11.0,9.0,72.0,69.0,67.0,66.0,65.0,64.0,61.0,60.0,58.0,57.0,56.0,55.0,55.0,54.0,54.0,53.0,50.0,48.0,47.0,45.0,42.0,40.0,39.0,37.0,36.0,34.0,33.0,31.0,30.0,30.0,26.0,24.0,23.0,21.0,18.0,16.0,13.0,12.0,12.0,9.0,6.0,3.0,2.0,0.0,1.0,2.0,2.0,64.0,62.0,64.0,63.0,62.0,59.0,58.0,56.0,54.0,52.0,51.0,49.0,47.0,44.0,45.0,43.0,42.0,41.0,39.0,38.0,35.0,33.0,35.0,32.0,34.0,35.0,56.0,55.0,54.0,53.0,50.0,48.0,47.0,45.0,44.0,42.0,41.0,39.0,38.0,37.0,36.0,34.0,32.0,30.0,28.0,25.0,24.0,21.0,19.0,20.0,19.0,17.0,18.0,18.0,16.0,14.0
82.0,81.0,78.0,77.0,76.0,75.0,74.0,72.0,70.0,67.0,64.0,62.0,58.0,55.0,52.0,49.0,46.0,43.0,41.0,38.0,36.0,32.0,29.0,26.0,24.0,23.0,20.0,17.0,15.0,13.0,11.0,10.0,8.0,73.0,70.0,68.0,67.0,66.0,65.0,62.0,61.0,59.0,58.0,57.0,56.0,56.0,55.0,55.0,54.0,51.0,49.0,48.0,46.0,43.0,41.0,40.0,38.0,37.0,35.0,34.0,32.0,31.0,31.0,27.0,25.0,24.0,22.0,19.0,17.0,14.0,13.0,13.0,10.0,7.0,4.0,3.0,1.0,0.0,1.0,1.0,65.0,63.0,65.0,64.0,63.0,60.0,59.0,57.0,55.0,53.0,52.0,50.0,48.0,45.0,44.0,42.0,41.0,40.0,38.0,37.0,34.0,32.0,34.0,31.0,33.0,34.0,57.0,56.0,55.0,54.0,51.0,49.0,48.0,46.0,45.0,43.0,42.0,40.0,39.0,38.0,37.0,35.0,33.0,31.0,29.0,26.0,25.0,22.0,20.0,19.0,18.0,16.0,17.0,17.0,15.0,13.0
81.0,80.0,77.0,76.0,75.0,74.0,73.0,71.0,69.0,66.0,63.0,61.0,57.0,54.0,51.0,48.0,45.0,42.0,40.0,37.0,35.0,31.0,28.0,25.0,23.0,22.0,19.0,16.0,14.0,12.0,10.0,9.0,7.0,74.0,71.0,69.0,68.0,67.0,66.0,63.0,62.0,60.0,59.0,58.0,57.0,57.0,56.0,56.0,55.0,52.0,50.0,49.0,47.0,44.0,42.0,41.0,39.0,38.0,36.0,35.0,33.0,32.0,32.0,28.0,26.0,25.0,23.0,20.0,18.0,15.0,14.0,14.0,11.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0,66.0,64.0,66.0,65.0,64.0,61.0,60.0,58.0,56.0,54.0,53.0,51.0,49.0,46.0,45.0,43.0,42.0,41.0,39.0,38.0,35.0,33.0,35.0,32.0,34.0,33.0,58.0,57.0,56.0,55.0,52.0,50.0,49.0,47.0,46.0,44.0,43.0,41.0,40.0,39.0,38.0,36.0,34.0,32.0,30.0,27.0,26.0,23.0,21.0,20.0,19.0,17.0,16.0,16.0,14.0,12.0
81.0,80.0,77.0,76.0,75.0,74.0,73.0,71.0,69.0,66.0,63.0,61.0,57.0,54.0,51.0,48.0,45.0,42.0,40.0,37.0,35.0,31.0,28.0,25.0,23.0,22.0,19.0,16.0,14.0,12.0,10.0,9.0,7.0,74.0,71.0,69.0,68.0,67.0,66.0,63.0,62.0,60.0,59.0,58.0,57.0,57.0,56.0,56.0,55.0,52.0,50.0,49.0,47.0,44.0,42.0,41.0,39.0,38.0,36.0,35.0,33.0,32.0,32.0,28.0,26.0,25.0,23.0,20.0,18.0,15.0,14.0,14.0,11.0,8.0,5.0,4.0,2.0,1.0,0.0,0.0,66.0,64.0,66.0,65.0,64.0,61.0,60.0,58.0,56.0,54.0,53.0,51.0,49.0,46.0,45.0,43.0,42.0,41.0,39.0,38.0,35.0,33.0,35.0,32.0,34.0,33.0,58.0,57.0,56.0,55.0,52.0,50.0,49.0,47.0,46.0,44.0,43.0,41.0,40.0,39.0,38.0,36.0,34.0,32.0,30.0,27.0,26.0,23.0,21.0,20.0,19.0,17.0,16.0,16.0,14.0,12.0
85.0,84.0,83.0,82.0,81.0,80.0,79.0,79.0,77.0,74.0,71.0,73.0,69.0,66.0,69.0,66.0,63.0,60.0,64.0,65.0,65.0,61.0,58.0,55.0,57.0,56.0,53.0,56.0,54.0,52.0,54.0,55.0,57.0,98.0,95.0,93.0,92.0,95.0,94.0,97.0,96.0,94.0,93.0,92.0,91.0,91.0,90.0,90.0,89.0,86.0,86.0,85.0,83.0,80.0,78.0,77.0,75.0,76.0,80.0,79.0,77.0,76.0,76.0,72.0,74.0,73.0,71.0,72.0,70.0,67.0,66.0,64.0,61.0,64.0,61.0,62.0,64.0,65.0,66.0,66.0,0.0,2.0,4.0,7.0,8.0,9.0,12.0,12.0,14.0,18.0,17.0,19.0,23.0,24.0,25.0,27.0,28.0,29.0,33.0,32.0,35.0,37.0,39.0,42.0,44.0,45.0,66.0,65.0,64.0,63.0,60.0,62.0,63.0,67.0,66.0,64.0,63.0,61.0,60.0,59.0,58.0,56.0,58.0,56.0,56.0,53.0,52.0,55.0,57.0,58.0,59.0,61.0,62.0,62.0,60.0,58.0
83.0,82.0,81.0,80.0,79.0,78.0,77.0,77.0,75.0,72.0,69.0,71.0,67.0,64.0,67.0,64.0,61.0,58.0,62.0,63.0,63.0,59.0,56.0,53.0,55.0,54.0,51.0,54.0,52.0,50.0,52.0,53.0,55.0,96.0,93.0,91.0,90.0,93.0,92.0,95.0,94.0,92.0,91.0,90.0,89.0,89.0,88.0,88.0,87.0,84.0,84.0,83.0,81.0,78.0,76.0,75.0,73.0,74.0,78.0,77.0,75.0,74.0,74.0,70.0,72.0,71.0,69.0,70.0,68.0,65.0,64.0,62.0,59.0,62.0,59.0,60.0,62.0,63.0,64.0,64.0,2.0,0.0,2.0,5.0,6.0,7.0,10.0,10.0,12.0,16.0,15.0,17.0,21.0,22.0,23.0,25.0,26.0,27.0,31.0,30.0,33.0,35.0,37.0,40.0,42.0,43.0,64.0,63.0,62.0,61.0,58.0,60.0,61.0,65.0,64.0,62.0,61.0,59.0,58.0,57.0,56.0,54.0,56.0,54.0,54.0,51.0,50.0,53.0,55.0,56.0,57.0,59.0,60.0,60.0,58.0,56.0
81.0,80.0,79.0,78.0,77.0,76.0,75.0,75.0,73.0,70.0,67.0,69.0,65.0,62.0,65.0,62.0,59.0,56.0,60.0,61.0,61.0,57.0,54.0,51.0,53.0,52.0,49.0,52.0,54.0,52.0,54.0,55.0,57.0,94.0,91.0,89.0,88.0,91.0,90.0,93.0,92.0,90.0,89.0,88.0,87.0,87.0,86.0,86.0,85.0,82.0,82.0,81.0,79.0,76.0,74.0,73.0,71.0,72.0,76.0,75.0,73.0,72.0,72.0,68.0,70.0,69.0,67.0,68.0,66.0,63.0,62.0,60.0,57.0,60.0,61.0,62.0,64.0,65.0,66.0,66.0,4.0,2.0,0.0,3.0,4.0,5.0,8.0,8.0,10.0,14.0,13.0,15.0,19.0,20.0,21.0,23.0,24.0,25.0,29.0,28.0,31.0,33.0,35.0,38.0,40.0,41.0,62.0,61.0,60.0,59.0,56.0,58.0,59.0,63.0,62.0,60.0,59.0,57.0,56.0,55.0,54.0,52.0,54.0,52.0,52.0,49.0,48.0,51.0,53.0,54.0,55.0,57.0,58.0,58.0,56.0,58.0
82.0,81.0,80.0,79.0,78.0,77.0,76.0,74.0,72.0,69.0,66.0,68.0,64.0,61.0,64.0,61.0,58.0,55.0,59.0,60.0,60.0,56.0,53.0,50.0,52.0,51.0,48.0,51.0,53.0,51.0,53.0,54.0,56.0,97.0,94.0,92.0,91.0,88.0,89.0,92.0,91.0,89.0,88.0,87.0,86.0,86.0,85.0,85.0,84.0,81.0,81.0,80.0,78.0,75.0,73.0,72.0,70.0,71.0,75.0,74.0,72.0,71.0,71.0,67.0,69.0,68.0,66.0,67.0,65.0,62.0,61.0,59.0,56.0,59.0,60.0,61.0,63.0,64.0,65.0,65.0,7.0,5.0,3.0,0.0,1.0,4.0,7.0,7.0,9.0,13.0,12.0,14.0,18.0,19.0,20.0,22.0,23.0,24.0,28.0,27.0,30.0,32.0,34.0,37.0,39.0,40.0,61.0,60.0,59.0,58.0,55.0,57.0,58.0,62.0,61.0,59.0,58.0,56.0,55.0,54.0,53.0,51.0,53.0,51.0,51.0,48.0,47.0,50.0,52.0,53.0,54.0,56.0,57.0,57.0,55.0,57.0
81.0,80.0,79.0,78.0,77.0,76.0,75.0,73.0,71.0,68.0,65.0,67.0,63.0,60.0,63.0,60.0,57.0,54.0,58.0,59.0,59.0,55.0,52.0,49.0,51.0,50.0,47.0,50.0,52.0,50.0,52.0,53.0,55.0,96.0,93.0,91.0,90.0,87.0,88.0,91.0,90.0,88.0,87.0,86.0,85.0,85.0,84.0,84.0,83.0,80.0,80.0,79.0,77.0,74.0,72.0,71.0,69.0,70.0,74.0,73.0,71.0,70.0,70.0,66.0,68.0,67.0,65.0,66.0,64.0,61.0,60.0,58.0,55.0,58.0,59.0,60.0,62.0,63.0,64.0,64.0,8.0,6.0,4.0,1.0,0.0,3.0,6.0,6.0,8.0,12.0,11.0,13.0,17.0,18.0,19.0,21.0,22.0,23.0,27.0,26.0,29.0,31.0,33.0,36.0,38.0,39.0,62.0,61.0,60.0,59.0,56.0,58.0,59.0,63.0,62.0,60.0,59.0,57.0,56.0,55.0,54.0,52.0,54.0,52.0,50.0,47.0,46.0,49.0,51.0,52.0,53.0,55.0,56.0,56.0,54.0,56.0
80.0,79.0,76.0,75.0,74.0,73.0,72.0,70.0,68.0,65.0,62.0,64.0,60.0,57.0,60.0,57.0,54.0,51.0,55.0,56.0,56.0,52.0,49.0,46.0,48.0,47.0,44.0,47.0,49.0,47.0,49.0,50.0,52.0,95.0,92.0,90.0,89.0,88.0,87.0,90.0,89.0,87.0,86.0,85.0,84.0,84.0,83.0,83.0,82.0,79.0,77.0,76.0,74.0,71.0,69.0,68.0,66.0,67.0,71.0,70.0,68.0,67.0,67.0,63.0,65.0,64.0,62.0,63.0,61.0,58.0,57.0,55.0,52.0,55.0,56.0,57.0,59.0,60.0,61.0,61.0,9.0,7.0,5.0,4.0,3.0,0.0,3.0,3.0,5.0,9.0,8.0,10.0,14.0,15.0,16.0,18.0,19.0,20.0,24.0,23.0,26.0,28.0,30.0,33.0,35.0,36.0,59.0,58.0,57.0,56.0,53.0,55.0,56.0,60.0,59.0,57.0,56.0,54.0,53.0,52.0,51.0,49.0,51.0,49.0,47.0,44.0,43.0,46.0,48.0,49.0,50.0,52.0,53.0,53.0,51.0,53.0
79.0,78.0,75.0,74.0,73.0,72.0,71.0,69.0,67.0,64.0,61.0,63.0,59.0,56.0,59.0,56.0,53.0,50.0,54.0,55.0,55.0,51.0,48.0,45.0,47.0,46.0,43.0,46.0,48.0,46.0,48.0,49.0,51.0,98.0,95.0,93.0,92.0,91.0,90.0,89.0,88.0,86.0,85.0,84.0,83.0,83.0,82.0,82.0,81.0,78.0,76.0,75.0,73.0,70.0,68.0,67.0,65.0,66.0,70.0,69.0,67.0,66.0,66.0,62.0,64.0,63.0,61.0,62.0,60.0,57.0,56.0,54.0,51.0,54.0,55.0,56.0,58.0,59.0,60.0,60.0,12.0,10.0,8.0,7.0,6.0,3.0,0.0,2.0,4.0,8.0,7.0,9.0,13.0,14.0,15.0,17.0,18.0,19.0,23.0,22.0,25.0,27.0,29.0,32.0,34.0,35.0,62.0,61.0,60.0,59.0,56.0,58.0,59.0,63.0,62.0,60.0,59.0,57.0,56.0,55.0,54.0,52.0,54.0,52.0,50.0,47.0,46.0,45.0,47.0,48.0,49.0,51.0,52.0,52.0,50.0,52.0
77.0,76.0,73.0,72.0,71.0,70.0,69.0,67.0,65.0,62.0,59.0,61.0,57.0,54.0,57.0,54.0,51.0,48.0,52.0,53.0,53.0,49.0,46.0,43.0,45.0,44.0,41.0,44.0,46.0,44.0,46.0,47.0,49.0,98.0,95.0,93.0,92.0,91.0,90.0,87.0,86.0,84.0,83.0,82.0,81.0,81.0,80.0,80.0,79.0,76.0,74.0,73.0,71.0,68.0,66.0,65.0,63.0,64.0,68.0,67.0,65.0,64.0,64.0,60.0,62.0,61.0,59.0,60.0,58.0,55.0,54.0,52.0,49.0,52.0,53.0,54.0,56.0,57.0,58.0,58.0,12.0,10.0,8.0,7.0,6.0,3.0,2.0,0.0,2.0,6.0,5.0,7.0,11.0,12.0,13.0,15.0,16.0,17.0,21.0,20.0,23.0,25.0,27.0,30.0,32.0,33.0,62.0,61.0,60.0,59.0,56.0,58.0,59.0,63.0,62.0,60.0,59.0,57.0,56.0,55.0,54.0,52.0,54.0,52.0,50.0,47.0,46.0,43.0,45.0,46.0,47.0,49.0,50.0,50.0,48.0,50.0
79.0,78.0,75.0,74.0,73.0,72.0,71.0,69.0,67.0,64.0,61.0,63.0,59.0,56.0,59.0,56.0,53.0,50.0,54.0,55.0,55.0,51.0,48.0,45.0,43.0,42.0,39.0,42.0,44.0,42.0,44.0,45.0,47.0,96.0,93.0,91.0,90.0,89.0,88.0,85.0,84.0,82.0,81.0,80.0,79.0,79.0,78.0,78.0,77.0,74.0,72.0,71.0,69.0,66.0,64.0,63.0,61.0,62.0,66.0,65.0,63.0,62.0,62.0,58.0,60.0,59.0,57.0,58.0,56.0,53.0,52.0,50.0,47.0,50.0,51.0,52.0,54.0,55.0,56.0,56.0,14.0,12.0,10.0,9.0,8.0,5.0,4.0,2.0,0.0,4.0,3.0,5.0,9.0,10.0,11.0,13.0,14.0,15.0,19.0,18.0,21.0,23.0,25.0,28.0,30.0,31.0,60.0,59.0,58.0,57.0,54.0,56.0,57.0,61.0,60.0,58.0,57.0,55.0,54.0,53.0,52.0,50.0,52.0,50.0,48.0,45.0,44.0,41.0,43.0,44.0,45.0,47.0,48.0,48.0,46.0,48.0
77.0,76.0,73.0,72.0,71.0,70.0,69.0,67.0,65.0,62.0,59.0,61.0,57.0,54.0,57.0,54.0,51.0,48.0,52.0,53.0,53.0,49.0,46.0,43.0,41.0,40.0,37.0,40.0,42.0,40.0,42.0,43.0,45.0,98.0,95.0,93.0,92.0,91.0,90.0,87.0,86.0,84.0,83.0,82.0,81.0,81.0,80.0,80.0,79.0,76.0,74.0,73.0,71.0,68.0,66.0,65.0,63.0,64.0,68.0,67.0,65.0,64.0,64.0,60.0,62.0,61.0,59.0,60.0,58.0,55.0,54.0,54.0,51.0,48.0,49.0,50.0,52.0,53.0,54.0,54.0,18.0,16.0,14.0,13.0,12.0,9.0,8.0,6.0,4.0,0.0,1.0,3.0,7.0,8.0,9.0,11.0,12.0,13.0,17.0,16.0,19.0,21.0,23.0,26.0,28.0,29.0,58.0,57.0,56.0,55.0,52.0,54.0,55.0,59.0,58.0,56.0,55.0,53.0,52.0,51.0,50.0,48.0,50.0,48.0,46.0,43.0,42.0,39.0,41.0,42.0,43.0,45.0,46.0,46.0,44.0,46.0
76.0,75.0,72.0,71.0,70.0,69.0,68.0,66.0,64.0,61.0,58.0,60.0,56.0,53.0,56.0,53.0,50.0,47.0,51.0,52.0,52.0,48.0,45.0,42.0,40.0,39.0,36.0,39.0,41.0,39.0,41.0,42.0,44.0,97.0,94.0,92.0,91.0,90.0,89.0,86.0,85.0,83.0,82.0,81.0,80.0,80.0,79.0,79.0,78.0,75.0,73.0,72.0,70.0,67.0,65.0,64.0,62.0,63.0,67.0,66.0,64.0,63.0,63.0,59.0,61.0,60.0,58.0,59.0,57.0,54.0,53.0,53.0,50.0,47.0,48.0,49.0,51.0,52.0,53.0,53.0,17.0,15.0,13.0,12.0,11.0,8.0,7.0,5.0,3.0,1.0,0.0,2.0,6.0,7.0,8.0,10.0,11.0,12.0,16.0,15.0,18.0,20.0,22.0,25.0,27.0,28.0,57.0,56.0,55.0,54.0,51.0,53.0,54.0,58.0,57.0,55.0,54.0,52.0,51.0,50.0,49.0,47.0,49.0,47.0,45.0,42.0,41.0,38.0,40.0,41.0,42.0,44.0,45.0,45.0,43.0,45.0
74.0,73.0,70.0,69.0,68.0,67.0,66.0,64.0,62.0,59.0,56.0,58.0,54.0,51.0,54.0,51.0,48.0,45.0,49.0,50.0,50.0,46.0,43.0,40.0,38.0,37.0,34.0,37.0,39.0,37.0,39.0,40.0,42.0,95.0,92.0,90.0,89.0,88.0,87.0,84.0,83.0,81.0,80.0,79.0,78.0,78.0,77.0,77.0,76.0,73.0,71.0,70.0,68.0,65.0,63.0,62.0,60.0,61.0,65.0,64.0,62.0,61.0,61.0,57.0,59.0,58.0,56.0,57.0,55.0,52.0,51.0,51.0,48.0,45.0,46.0,47.0,49.0,50.0,51.0,51.0,19.0,17.0,15.0,14.0,13.0,10.0,9.0,7.0,5.0,3.0,2.0,0.0,4.0,5.0,6.0,8.0,9.0,10.0,14.0,13.0,16.0,18.0,20.0,23.0,25.0,26.0,59.0,58.0,57.0,56.0,53.0,51.0,52.0,56.0,55.0,53.0,52.0,50.0,49.0,48.0,47.0,45.0,47.0,45.0,43.0,40.0,39.0,36.0,38.0,39.0,40.0,42.0,43.0,43.0,41.0,43.0
78.0,77.0,74.0,73.0,72.0,71.0,70.0,68.0,66.0,63.0,60.0,62.0,58.0,55.0,52.0,49.0,46.0,43.0,47.0,48.0,48.0,44.0,41.0,38.0,36.0,35.0,32.0,35.0,37.0,35.0,37.0,38.0,40.0,93.0,90.0,88.0,87.0,86.0,85.0,82.0,81.0,79.0,78.0,77.0,76.0,76.0,75.0,75.0,74.0,71.0,69.0,68.0,66.0,63.0,61.0,60.0,58.0,59.0,63.0,62.0,60.0,59.0,59.0,55.0,57.0,56.0,54.0,55.0,53.0,50.0,49.0,49.0,46.0,43.0,44.0,45.0,47.0,48.0,49.0,49.0,23.0,21.0,19.0,18.0,17.0,14.0,13.0,11.0,9.0,7.0,6.0,4.0,0.0,3.0,4.0,6.0,7.0,8.0,12.0,11.0,14.0,16.0,18.0,21.0,23.0,24.0,57.0,56.0,55.0,54.0,51.0,49.0,50.0,54.0,53.0,51.0,50.0,48.0,47.0,46.0,45.0,43.0,45.0,43.0,41.0,38.0,37.0,34.0,36.0,37.0,38.0,40.0,41.0,41.0,39.0,41.0
75.0,74.0,71.0,70.0,69.0,68.0,67.0,65.0,63.0,60.0,57.0,59.0,55.0,52.0,49.0,46.0,43.0,40.0,44.0,45.0,45.0,41.0,38.0,35.0,33.0,32.0,29.0,32.0,34.0,32.0,34.0,35.0,37.0,94.0,91.0,89.0,88.0,87.0,86.0,83.0,82.0,80.0,79.0,78.0,77.0,77.0,76.0,76.0,75.0,72.0,70.0,69.0,67.0,64.0,62.0,61.0,59.0,60.0,64.0,63.0,61.0,60.0,60.0,56.0,58.0,57.0,55.0,52.0,50.0,47.0,46.0,46.0,43.0,40.0,41.0,42.0,44.0,45.0,46.0,46.0,24.0,22.0,20.0,19.0,18.0,15.0,14.0,12.0,10.0,8.0,7.0,5.0,3.0,0.0,1.0,3.0,4.0,5.0,9.0,8.0,11.0,13.0,15.0,18.0,20.0,21.0,58.0,57.0,56.0,55.0,52.0,50.0,51.0,55.0,54.0,52.0,51.0,49.0,48.0,47.0,46.0,44.0,42.0,40.0,38.0,35.0,34.0,31.0,33.0,34.0,35.0,37.0,38.0,38.0,36.0,38.0
74.0,73.0,70.0,69.0,68.0,67.0,66.0,64.0,62.0,59.0,56.0,58.0,54.0,51.0,48.0,45.0,42.0,39.0,43.0,44.0,44.0,40.0,37.0,34.0,32.0,31.0,28.0,31.0,33.0,31.0,33.0,34.0,36.0,95.0,92.0,90.0,89.0,88.0,87.0,84.0,83.0,81.0,80.0,79.0,78.0,78.0,77.0,77.0,76.0,73.0,71.0,70.0,68.0,65.0,63.0,62.0,60.0,61.0,65.0,64.0,62.0,61.0,61.0,57.0,59.0,58.0,56.0,53.0,51.0,48.0,47.0,47.0,44.0,41.0,42.0,43.0,45.0,44.0,45.0,45.0,25.0,23.0,21.0,20.0,19.0,16.0,15.0,13.0,11.0,9.0,8.0,6.0,4.0,1.0,0.0,2.0,3.0,4.0,8.0,7.0,10.0,12.0,14.0,17.0,19.0,20.0,59.0,58.0,57.0,56.0,53.0,51.0,52.0,56.0,55.0,53.0,52.0,50.0,49.0,48.0,47.0,45.0,43.0,41.0,39.0,36.0,35.0,32.0,34.0,33.0,34.0,36.0,37.0,37.0,35.0,37.0
72.0,71.0,68.0,67.0,66.0,65.0,64.0,62.0,60.0,57.0,54.0,56.0,52.0,49.0,46.0,43.0,40.0,37.0,41.0,42.0,42.0,38.0,35.0,32.0,30.0,29.0,26.0,29.0,31.0,29.0,31.0,32.0,34.0,97.0,94.0,92.0,91.0,90.0,89.0,86.0,85.0,83.0,82.0,81.0,80.0,80.0,79.0,79.0,78.0,75.0,73.0,72.0,70.0,67.0,65.0,64.0,62.0,63.0,67.0,66.0,64.0,63.0,63.0,59.0,61.0,60.0,58.0,55.0,53.0,50.0,49.0,49.0,46.0,43.0,44.0,45.0,43.0,42.0,43.0,43.0,27.0,25.0,23.0,22.0,21.0,18.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,3.0,2.0,0.0,1.0,2.0,6.0,5.0,8.0,10.0,12.0,15.0,17.0,18.0,61.0,60.0,59.0,58.0,55.0,53.0,54.0,58.0,57.0,55.0,54.0,52.0,51.0,50.0,49.0,47.0,45.0,43.0,41.0,38.0,37.0,34.0,36.0,35.0,36.0,34.0,35.0,35.0,33.0,35.0
73.0,72.0,69.0,68.0,67.0,66.0,65.0,63.0,61.0,58.0,55.0,57.0,53.0,50.0,47.0,44.0,41.0,38.0,42.0,43.0,41.0,37.0,34.0,31.0,29.0,28.0,25.0,28.0,30.0,28.0,30.0,31.0,33.0,98.0,95.0,93.0,92.0,91.0,90.0,87.0,86.0,84.0,83.0,82.0,81.0,81.0,80.0,80.0,79.0,76.0,74.0,73.0,71.0,68.0,66.0,65.0,63.0,62.0,66.0,65.0,63.0,62.0,62.0,58.0,60.0,59.0,57.0,54.0,52.0,49.0,48.0,48.0,45.0,42.0,43.0,44.0,42.0,41.0,42.0,42.0,28.0,26.0,24.0,23.0,22.0,19.0,18.0,16.0,14.0,12.0,11.0,9.0,7.0,4.0,3.0,1.0,0.0,1.0,5.0,4.0,7.0,9.0,11.0,14.0,16.0,17.0,62.0,61.0,60.0,59.0,56.0,54.0,53.0,57.0,56.0,54.0,53.0,51.0,50.0,49.0,48.0,46.0,44.0,42.0,40.0,37.0,36.0,33.0,35.0,34.0,35.0,33.0,34.0,34.0,32.0,34.0
72.0,71.0,68.0,67.0,66.0,65.0,64.0,62.0,60.0,57.0,54.0,56.0,52.0,49.0,46.0,43.0,40.0,37.0,41.0,42.0,40.0,36.0,33.0,30.0,28.0,27.0,24.0,27.0,29.0,27.0,29.0,30.0,32.0,99.0,96.0,94.0,93.0,92.0,91.0,88.0,87.0,85.0,84.0,83.0,82.0,82.0,81.0,81.0,80.0,77.0,75.0,74.0,72.0,69.0,67.0,66.0,64.0,63.0,67.0,66.0,64.0,63.0,63.0,59.0,61.0,60.0,58.0,55.0,53.0,50.0,49.0,49.0,46.0,43.0,44.0,43.0,41.0,40.0,41.0,41.0,29.0,27.0,25.0,24.0,23.0,20.0,19.0,17.0,15.0,13.0,12.0,10.0,8.0,5.0,4.0,2.0,1.0,0.0,4.0,3.0,6.0,8.0,10.0,13.0,15.0,16.0,63.0,62.0,61.0,60.0,57.0,55.0,54.0,58.0,57.0,55.0,54.0,52.0,51.0,50.0,49.0,47.0,45.0,43.0,41.0,38.0,37.0,34.0,36.0,35.0,34.0,32.0,33.0,33.0,31.0,33.0
72.0,71.0,68.0,67.0,66.0,65.0,64.0,62.0,60.0,57.0,54.0,56.0,52.0,49.0,46.0,43.0,40.0,37.0,41.0,38.0,38.0,34.0,31.0,28.0,26.0,25.0,22.0,25.0,27.0,25.0,27.0,28.0,30.0,103.0,100.0,98.0,97.0,96.0,95.0,92.0,91.0,89.0,88.0,87.0,86.0,86.0,85.0,85.0,84.0,81.0,79.0,78.0,76.0,73.0,71.0,70.0,68.0,67.0,63.0,64.0,62.0,61.0,61.0,57.0,59.0,58.0,56.0,53.0,51.0,48.0,47.0,47.0,44.0,41.0,42.0,41.0,39.0,38.0,39.0,39.0,33.0,31.0,29.0,28.0,27.0,24.0,23.0,21.0,19.0,17.0,16.0,14.0,12.0,9.0,8.0,6.0,5.0,4.0,0.0,1.0,4.0,6.0,8.0,11.0,13.0,14.0,67.0,66.0,65.0,64.0,61.0,59.0,58.0,54.0,55.0,53.0,52.0,50.0,49.0,48.0,47.0,45.0,43.0,41.0,39.0,36.0,35.0,32.0,34.0,33.0,32.0,30.0,31.0,31.0,29.0,31.0
73.0,72.0,69.0,68.0,67.0,66.0,65.0,63.0,61.0,58.0,55.0,57.0,53.0,50.0,47.0,44.0,41.0,38.0,42.0,39.0,37.0,33.0,30.0,27.0,25.0,24.0,21.0,24.0,26.0,24.0,26.0,27.0,29.0,102.0,99.0,97.0,96.0,95.0,94.0,91.0,90.0,88.0,87.0,86.0,85.0,85.0,84.0,84.0,83.0,80.0,78.0,77.0,75.0,72.0,70.0,69.0,67.0,66.0,64.0,63.0,61.0,60.0,60.0,56.0,58.0,57.0,55.0,52.0,50.0,47.0,46.0,46.0,43.0,40.0,41.0,40.0,38.0,37.0,38.0,38.0,32.0,30.0,28.0,27.0,26.0,23.0,22.0,20.0,18.0,16.0,15.0,13.0,11.0,8.0,7.0,5.0,4.0,3.0,1.0,0.0,3.0,5.0,7.0,10.0,12.0,13.0,66.0,65.0,64.0,63.0,60.0,58.0,57.0,55.0,54.0,52.0,51.0,49.0,48.0,47.0,46.0,44.0,42.0,40.0,38.0,35.0,34.0,31.0,33.0,32.0,31.0,29.0,30.0,30.0,28.0,30.0
